,listing_id,id,date,reviewer_id,reviewer_name,comments
9349,32993402,463998402,2019-06-04,165229349,Stephen,Good stay.  Nice place.  Earl is incredibly responsive.
20041,-175603559,1441455269,2022-12-07,328975203,Korinne,Diana is a very friendly and accommodating host! Her apartment has a minimalist feel and was very neat and clean. The location was close enough to downtown for us. Offsite parking was secure and spacious. We would gladly make a reservation with her again!
6871,25549565,753077304,2021-04-29,20288824,Francis,"a great spot.  location is perfect.  flat is clean. spacious, and easy....highly recommended!"
9731,33558235,454575540,2019-05-18,94884298,Chin,Superb cleanliness. Perfect location to downtown Albany. Would definitely stay next time. Highly recommend to anyone who’s looking for affordable Airbnb in town.
15017,48599533,1053589975,2022-04-17,394340257,Sean,Had a wonderful stay
13454,45313545,933219242,2021-10-12,75301425,Wendy,We really enjoyed our stay at Kori’s apartment in Albany.  The location was great - close enough to walk to Washington park and just a short drive to downtown.  The apartment itself was very cute and pretty spacious for two people.  Kori was very quick to respond when we had questions.  We would stay here again if the opportunity arises.
2209,9501054,203760581,2017-10-15,154030604,Bridget,The place was very neat and quiet.
14682,48052353,-1857543667,2022-10-28,121498778,Henry,Great place to stay
7898,28722270,468939466,2019-06-13,6705853,Claire,The space was as described.
289,3820211,30748739,2015-04-26,31850946,Aurelia,"Clean, comfortable and well located. "
1121,6623339,473971212,2019-06-22,248301909,Mark,This loft was wonderful. It was exactly as promised in the listing. The location was convenient to everything we needed.
2656,10768745,335226983,2018-10-11,169537542,Zachary,10 srltars if I could.
3478,11639446,-221540243,2023-08-13,93439768,Mahathi,"Booked this listing on behalf of my cousin.<br/>Adam helped with the commute from the bus stop to the airbnb location, which was a big help!<br/>Heard that the room was very neat and the food provided was delish.<br/>The place seems walkable to nearby stores and was safe.<br/>Adam was very patient with our reservation changing several times as the checkout date was being extended. He was very proactive and instantly responded to any questions we had.<br/>Overall, a pleasant stay for anybody looking to stay within a budget and comes with a sweet host :)"
21727,-605783537,470107471,2024-01-09,553407227,Cleveland,"Thank you David for opening your space, you’ve been such a great host!"
5763,22431640,640116384,2020-07-19,353103306,Al Joseph,"Very clean, spacious. The location is great. It’s pretty much near everything in Albany. Has everything you need."
8413,28868857,402757657,2019-01-19,41528030,Christopher,"We loved this little place! It’s a studio space in the basement of a really old cool building. We had 100% privacy and our own bathroom. We couldn’t believe the huge TV in the room had Netflix, Hulu etc that were all logged in and ready to watch. That was a great surprise. The shower has amazing water pressure. This place is awesome, especially for the price. We will definitely stay again."
15793,51560588,-119834064,2022-05-29,192149274,Thomas,Great stay for downtown. We walked everywhere we needed and access and the venue was perfect for an easy weekend away.
2657,10768745,338794293,2018-10-20,1807373,Sean,Great location and beautiful house.  Would stay again!
16004,51960331,-1323630459,2022-05-20,1038754,Mike,"Clean , comfortable respite from our travels on the road.  A lot of thoughtful touches, including a coupon for dining next door, which was an amazing culinary experience.  Would stay here again."
5518,22398196,1612735781,2023-02-08,159448309,Ula,"Great communication with owner . <br/>Room and bathroom clean , private and true to description.<br/>Nice older Victorian home , very close to AMC hospital - which was great and I was able to walk to work ."
8753,28868857,-32420057,2022-01-23,434159323,Adan,"Earl was a great host! Parking right out front, clean and nice spot to stay in. Will look to book when I’m back in the area!"
12952,44180048,1987432323,2023-09-05,22650566,Roxanne,We had a beautiful stay. We were very comfortable there. The place was close to a park and places to eat. Parking was easy. No noise at night so we slept well
22097,1744164042,-1887678560,2024-02-15,423891685,Oscar,Nice place. Looks like the photos!
3526,12284708,175703442,2017-07-29,118701184,Elizabeth,"I stayed at Nick's for two months. The house is in the Pine Hills neighborhood of Albany and very close to the college of Saint Rose. The neighborhood may seem dodgy in some areas, but I generally felt safe walking alone to and from downtown everyday (25-30min walk, faster by bus).<br/>When I first arrived at the house, I was disappointed to find that my room hadn't been swept in quite a while, and there were dishes in the sink from the last AirBnB'er. I was disappointed to find the fridge had many containers of moldy food that needed to be thrown out awhile ago. I don't expect the place I stay to be spotless, but a bit more attention to detail would have made my initial impression more positive. I brought these issue up to Nick, and he assured me that the housekeeper was scheduled to come soon (and she did).<br/>Nick was very responsive to messages, and had no problem helping me or the others guests with any issues that came up during our stay. A couple of times the power went out in the kitchen, and Nick was quick to fix it.  "
18961,-138713049,-1767463930,2022-08-21,58463976,Min,Good place!
18576,1864548808,317938473,2022-10-28,239532585,Tim,It is a lovely unit. It was very quiet and clean and the bed is super comfortable.
1835,9005989,512548917,2019-08-18,128599645,Hailey,Very nice apartment!
12895,44180048,551778023,2023-01-29,391743718,Beth,Lloyd  thought of every detail to make our stay as accommodating and comfortable as possible. The space was impeccably clean; with gorgeous original woodwork and was very cozy. He was immediately available to answer questions and super friendly. Neighborhood was lovely and quick walk to nearby shops and restaurants. We will definitely book this unit with Lloyd again soon!
17873,54369240,-1531047367,2022-07-13,409330022,Cinder,"Check in and check out was very easy, place was clean and nice! Was nice to have streaming services logged in too. Had a nice stay."
9758,33558235,511697822,2019-08-17,71326585,Prem,Earl is a helpful host and very fast in response. Apartment is in a very good condition. We enjoyed our short stay.
8187,28722270,-1873144839,2021-07-04,356587665,Jessica,This was one of my favorite air bnb stays! The place is beautiful and huge and has everything you could possibly need! Earl was extremely helpful and responded within seconds! We will definitely be staying here if we’re ever back in Albany
1042,6623339,251796811,2018-04-08,7098028,Brianna,"Terra’s place was perfect for our night out in Albany! Perfect location! Immaculate apartment, comfy bed, check in was a breeze. Would definitely stay again!"
18617,1864548808,-1822155569,2023-05-31,415661247,Tessa,Very pleased with my first time renting an Air B&B! The place was very relaxing. I loved it’s super convenient location to our concert venue (Palace Theater) and the many restaurant options on Lark St.  10/10 would stay again.
7901,28722270,475057311,2019-06-23,5732999,Cindy,Great location For work meetings and walkable to all the sites.
982,6623339,204516339,2017-10-18,154826425,Irina,"Awesome place to stay! Good and clean apartments, easy check in and convenient location. Highly recommend for those who plan to stay for a couple of nights."
13842,45804322,731673546,2021-02-15,204170785,Darnell,Nice space for a decent price
15680,51230498,1270979193,2023-04-09,134535117,Luc,The instructions were detailed and clear. The apartment was clean.
9437,32993402,610052124,2020-02-23,125249503,Yareli,Earl's place is an amazing value - super clean and comfortable. It's in a super quiet neighborhood within walking distance of some of the best food and activities Albany has to offer. Great location and great space!
13132,44265426,-711216486,2022-05-29,47110325,Amy,"Stunning rehab of a traditional ""arts and crafts"" or craftsman-style home where the original care for the property still shines. Thoughtfully appointed extras in the kitchen, sleeping area, and bathroom. Would book multiple times! Excellent communication from host, Lloyd, as well."
2596,10768745,236506854,2018-02-19,128327591,Keilah,It is such a cozy place!
7885,28722270,455324140,2019-05-19,251401903,Andres,Great hospitality. Nice and cozy place.
16598,52611613,127824747,2023-06-18,280115112,Sandra,Diana’s place is as advertised. It was very comfortable and well-appointed. There is plenty of street parking but we appreciated being able to park in the driveway. The neighborhood is safe and quite walkable to nice restaurants and a fantastic coffee shop. There’s even a cute little playground down the street. We would gladly stay here again next time we’re in town.
4797,20519885,487195017,2021-11-24,48598092,Brittany,"Lovely place. We came back to stay a second time with our team that was traveling to Albany for work. Clean, easy communication, comfortable beds. The best possible option for making home away from home. ⭐️⭐️⭐️⭐️⭐️"
20259,1924422770,166122275,2023-10-22,308579179,Daijon,Great place!
4488,17552120,1735544358,2022-10-23,177073982,Cristian,"Mary Beth and Aaron are incredibly friendly, easy going, and kind. I stayed with them for a long weekend and I really enjoyed my stayed and their company. They were willing to share all the knowledge they had about Albany with me and I am grateful for their help during my stay.  Their home is located on a quiet block near many amenities and not too far from downtown. They have 4 friendly cats that are nice to have around. If you're looking for a pleasant stay while in Albany, I highly recommend you stay with them."
5144,21392315,419216331,2019-03-03,204189749,Alexandre,Très propre et très bien située
21179,1126075983,-1827438962,2023-08-03,58729110,Clare,"This was our second stay at Phat and Karley's Airbnb, and we enjoyed the experience again! The two rooms are spacious and quiet. We walked to nearby Lark Street for food and had a fun time eating on their deck. It was nice to check out some of Albanys' historical buildings."
377,3820211,71621020,2016-04-26,68603753,Sean,Terra's place was exactly what my friend and I were looking for. Easily accessed and plenty to do within a short walking distance. Highly recommended!
357,3820211,58527678,2016-01-03,24383734,Owen,Terras Place was awesome perfect location clean and simple furnishings bed was super comfy and her suggestion for Jamaican food across the street was great. Terra was a great host very accommodating and responsive. Albany was a lot of fun and I will definitely be back.
15400,50211226,-868838039,2023-07-25,354759808,Scott,"Excellent hosts, 2nd time staying while visiting family. Very accommodating and beautiful comfortable studio."
11611,39864828,-639985648,2022-11-05,253536174,Lora,"A great place to stay in Albany! It give off the industrial vibe. It’s a great place to watch football, walk to a pub for dinner & come back for a game of corn hole, right in your own living room. Regardless of the weather you will have fun here."
18679,1864548808,-1452196544,2023-10-16,179763870,Richard,"Kathryn had a wonderful apartment and was very responsive when I forgot the wifi sign-in details. Her place was relaxing, quiet and very well decorated, just what we wanted. We were up from NJ for a concert and would stay there again if we return. Great host and great value."
16228,52241973,-1887648972,2022-10-31,202071841,Trinity,"Great location, great place, loved the vibe. Jason was so good at communicating and accommodating us with a short notice."
9061,30189794,733342027,2021-02-21,47555879,Mudathir,"I rented out a room with a private bath for two months while completing my work assignment at Albany Medical Center. The place met all my requirements: proximity to work, privacy, cleanliness, and a responsive host. Highly recommend!"
10705,35914565,1368070828,2022-11-16,487403505,Chareese,Beautiful place it was better than I expected. She provided water and coffee to make. Very clean bathroom and towels. Would definitely recommend and would stay here again!
5537,22398196,-809415170,2024-01-11,347787979,Cailean,Great place to stay and great hosts!
15593,51230498,986634565,2022-03-27,414279771,Trisha,The host is very responsive and the unit is beautifully decorated.  Very comfortable and inviting inside.
17931,288782731,1751709517,2022-02-25,379444615,Gabby,Loved it
9748,33558235,499477617,2019-07-31,58912656,Tae,Place is as advertised. Hosts were very sweet and accommodating.
12442,43208391,367603028,2023-05-21,372447095,Azure,"Great stay, host very responsive. I would definitely come back."
2234,9501054,230575932,2018-01-28,33752,Daryl,"Gregg’s space was central to my needs.  It was clean, quiet and very reasonably priced.  I would certainly recommend."
13376,45024912,-1982606490,2023-02-12,299559536,Jessica,Elsa's place was immaculate and had everything we needed for our wknd in Albany. she was very responsive when we needed to communicate.  The location was quiet and we had a good night's rest. The coffee and snacks were appreciated. We would definitely stay again in the future!
7553,28400263,485330727,2019-07-10,267205392,William,Great stay after prior bad experiences!
14910,48172884,-750962666,2021-07-23,175556383,Reid,Stayed for two weeks. The room looks just like the pictures. The house was clean and quiet.
5809,22431640,460547109,2021-06-13,309577315,Kate,Jake was communicable and accommodating. The apartment was comfortable and located in a convenient area of Albany. I will definitely be booking another stay here 🙂
10544,35914565,583352875,2019-12-28,125759181,Joyce,"Host never responded to me until the night before my stay. I did not have access to hulu or netflix when it said it was going to be provided. Host also did not specify the parking spot, I had to go find it myself. But other than that, I had decent stay, but it could of been better."
21127,1448220580,-336595558,2024-01-04,368950664,Michael,Very beautiful place wonderful stay would recommend to anyone in the area. A 10/10 hidden gem.
13005,44265426,713476534,2020-12-05,263576447,Takara,Everything was perfect. Anything that I needed was available without having to bother anyone. Even down to board games. Also I had parking right in front of the door. Couldn’t ask for a better home outside of home. My family really enjoyed our time here.
4352,17238066,-1955720148,2022-01-12,151265977,Kenta,One of the great host ever! You should stay his place!
9418,32993402,568627891,2019-11-24,162794215,Nora,A great place!
6064,24120690,-1885385587,2022-12-14,346918006,Elizabeth,"This was a repeat stay and as always, it was perfect! Can't wait until my next visit!"
10507,35793179,-1402792373,2023-09-27,127621787,Marie,"My stay was just what was needed, as well as where and when needed. <br/>My husband was hospitalized at Albany Medical Center. I wish I had discovered the stay sooner. The home was a very short drive and a 15 min walk from the hospital. The cost was affordable for long hospital admissions, definitely a reasonable alternative to local hotels.<br/>Ed and Anne were friendly,  empathic and helpful. Their home was a restful, beautiful look into the past and a pleasant distraction from present circumstances."
6921,25549565,-533178520,2021-09-25,143484388,Anne,Beautiful block close to restaurants and nightlife
6195,24655782,343700941,2018-11-01,90807873,Emmalia,Really enjoyed staying here for Halloween! I needed a place that was cozy and within walking distance to all the restaurants and bars-this was perfect! Plus the bed is SUPER comfortable. Jake did a wonderful job with clear and prompt communication. He also left a personalized note welcoming us and reassuring that if we needed anything to just reach out! Would definitely stay here again if I found myself in Albany in the future!
10562,35914565,661621424,2020-09-07,332417274,Curtis,"We enjoyed staying at Diana’s place. Very clean and accommodating. The only iffy thing about it is the neighborhood. Other than that, it was a wonderful stay."
19279,-2143993502,-1279980908,2022-10-08,57534817,Franchessa,Beautiful spacious home with lots of history. Very clean and comfy room to land in for the night
8409,28868857,401427549,2019-01-14,235317091,Riyonna,great location
8131,28722270,734286918,2021-02-25,389125438,Janette,Very clean! Amazing experience over all. The walls are very thin!
6832,25549565,612041724,2020-02-28,210043140,Lucian,The room was clean and in general exceeded my expectations. Would definitely stay again if I was in the area.
10378,35793179,520539985,2019-08-30,25215699,Jesús,"Ed was an excellent host, his house is centrally-located, very close to Lark St. and Washington Square Park. The cleanliness of the place was outstanding, I would definitely stay here again when I’m in Albany."
16437,52360097,2131776944,2022-05-28,459432668,Eric,"Great location in historic building with old elevator. Excellent view of Capitol and other sites looking downtown. Great access to museums, downtown and Center Square.  Good if you like to get up early with the sunrise."
11150,39093517,546219784,2021-08-12,11965015,Dan & Melanie,"Beautiful old building on the very edge of the Lark Street corridor. Washington Ave is a bit unkept, and might make some people a little uncomfortable.  Parking behind building was easy.  The unit itself was spacious and clean inside, Kitchen well stocked with essentials.  We appreciated the ice left for us, and the bath salts to take advantage of the big, old tub!  Dominick was very responsive as we struggled with the unit’s door."
16490,52569714,-90504944,2022-05-20,345425084,Ashley,"Very nice place! You can tell the cleaner is good. Easy directions to the place once in the building and great location, minutes from the Thruway. Couldn’t find parking but we parked on the street no problem. A little dark inside, lots of lamps, but a bit on the dark side even with all the lights on, if that matters to you. <br/>Overall, we were pleasantly surprised by this little gem & the super cool loft style! I would definitely stay here again!"
2718,10768745,483480328,2019-07-07,207840614,Sam,"Safe, quiet, and comfortable place to stay"
8985,29605579,479044048,2019-06-30,9040248,Rob,"Very kind, flexible and professional!"
1256,8035768,120739729,2016-12-11,29102454,André,"John's Victorian is unique and in the center of everything, yet remarkably quiet. John was pleasant and very helpful."
11276,39836487,111388430,2021-08-13,146652800,Ijeyi,Place is as advertised <br/>Great spot near lots of things to do
5385,21752534,869440233,2024-02-06,445034620,Quieasia,Great space clean love it I will book all the time
2640,10768745,304457129,2018-08-09,3211057,Sue,"Elizabeth is a great host. Wonderful, cozy  studio apartment. Beautiful setting on quiet street with gorgeous gardens. Felt just like home."
4318,17238066,746596825,2021-04-07,106412780,Ariel,"Adam was an incredible host. Not only did he pick me up from the train station, but he got out of the car and was waiting in the train station when I arrived. <br/>He serves you food but also gave me snacks so I wouldn’t have to go out and buy them. <br/>Very kind and hospitable!! <br/>Definitely recommend!!"
21000,-359902887,-1388693907,2024-03-05,34273824,Johnathan,Close and come ie t to Albany med.
8100,28722270,714923363,2020-12-12,189113219,Travontae,Amazing loft and super amazing renter. I would utilize this place again if I need to
8406,28868857,369402536,2019-01-10,180267427,Alex,"Smooth check in and check out, friendly host, thanks Earl!"
2652,10768745,328264379,2018-09-25,98525457,Claudia,Cute place! Liz is very friendly and accommodating.
13464,45313545,-1348332331,2022-07-11,23623170,Jeneen,"Clean and spacious, this rental met our needs. The host was responsive to my questions and seemed really nice. This place was more affordable than a hotel and created more of a homey family experience."
7811,28722270,402183212,2019-01-17,66146376,Marianne,Short but very good stay!
9453,32993402,628902469,2020-06-11,349115465,Tim,Great host and communication
6549,25549565,330579345,2018-09-30,196233021,Jeremiah,"I thought I was in a hotel, very warm and welcoming environment"
16757,52691284,-887609699,2023-03-20,32790596,Brian,"A group of us were in town to go the NCAA March Madness tournament and the house proved to be perfect.  Comfortable, clean, would definitely recommend it."
7223,25549565,-1305513702,2023-11-16,55834,Karen,"Even nicer than I expected. Cozy bedroom with attached spacious immaculate bathroom. Kitchenette that I didn’t need, but useful if I didn’t have a planned breakfast.<br/>Rally cute Lark St. just up the block, and a great map on the wall of nearby sites and recommendations. Wish I had more time to enjoy it all!"
1336,8915877,66294661,2016-03-20,59056820,Dahe,"Molly was great! The place was very clean and well prepared for our stay. She even had breakfast food available for us. She was very prompt when replying to my text messages. There was plenty of parking on the street available. If you're looking for a place to stay in downtown Albany, I would definitely recommend her place! A quick walk to Lark St. which has amazing food and coffee (Stacks Espresso Bar). "
19059,-138713049,909831674,2024-02-11,82348844,Anastasia,The place is great walking distance from ￼ downtown
113,1489424,196545289,2017-09-23,108046977,Jing,"It's very close to SUNY. House is clean, and hosts are friendly and nice. Great!"
7505,28400263,411129285,2019-02-11,71664864,Marcy,"Awesome place and hosts, highly recommend!!"
472,3820211,301633790,2018-08-04,193957376,Leah,Terra’s place was clean and in a great location. She also gave me recommendations of where to eat around the apartment. An amazing place and host! 
16138,52241973,115970171,2022-02-25,444392202,Michael,Was better than I expected.
8474,28868857,465375665,2019-06-07,2554853,Nim,"Great place, comfortable bed!"
5222,21392315,2124357331,2024-02-19,15930427,Vladimir,"The unit was as depicted in the pictures. The place was clean and without clutter. There's a private entrance and parking in the rear. Quiet neighborhood. A few areas were experience could have been better: the shower was very narrow and you can bump your head going in and out; you can hear footsteps from people walking above. Overall though, a good experience and I'd stay there again."
8862,28868857,201973755,2023-02-26,97541274,Mary,The place was what was expected for a basement room. It was a little weird there was what I believe was another room right next door and there was a door inside our room to the next room and there was a space under the door that went right to that room. No one was in it at night but someone came in the morning and turned on the light and then left pretty soon after getting there. The walls are really thin as said in the posting. We were there for a show so as well as the upstairs neighbors so the noise didn't bother us but if you are trying to get to bed early it's probably not the place for you because you will be able to hear conversation going on from upstairs. It was a little bit of a strange place but I wasn't bothered by it and did the job of us having a place to stay.
16415,52360097,515439696,2021-11-21,321010447,Jonathan,The stay was great!
12430,43208391,297531162,2022-05-01,368610574,Cameron,Nice two bedroom apartment that was clean and secure
5866,22431640,1381991671,2022-03-15,199836474,Laurinda,This was the cutest apartment central to everything. There was plenty of parking and the home was warm and inviting.
4286,17238066,163950213,2017-06-25,2688473,King,"Fantastic value, delightful stay. As I think Adam says in the description, it's not a luxurious new swanky place. It feels like hostel living, in a good way. It's a charming old flat above a cafe, where you can enjoy the meals Adam prepares for you, according to your wishes. He couldn't be a more accommodating, gracious, welcoming host. I'm not in this part of the country very often, but if I ever am again, I'll hope there's space here. "
13985,46894493,739048044,2021-03-14,22265027,Nina,This was such a perfect little spot. So well designed and cozy. Beds were super comfortable. Kitchen was well supplied for cooking meals. My friend and I both took wonderful baths in the amazing bathtub. I’m looking forward to being back when it’s warmer to hang out in the sun rooms too!
15991,51960331,-568067447,2022-01-29,10765813,Alison,Second time here. Another great stay! Highly recommend.
17557,54126421,-1872625255,2022-04-08,2016867,Stephanie,"I really cannot say enough good things about this AirBnB or the host, Erion!<br/>The apartment is super clean and comfortable. <br/>The kitchen has every appliance that you could possibly need.  Everything was new and sparkling. <br/>The living room has a humongous smart t.v. and a sectional that makes chilling very easy. <br/>The bathroom was incredibly clean and the towels were fluffy. I was thrilled to see the washer and dryer combo as well. <br/>The bedroom has great amber-colored lighting, a comfortable bed and ample closet space. <br/>The place even has a smaller room with a nice desk and chair that makes remote working a breeze. There’s also a yoga mat in this room, just in case you leave yours at home. <br/>For parking, there is an attached parking lot right behind the unit, with your own private parking space.<br/>As for location, Erion’s AirBnB is a short walk away from Albany’s Washington Park. This a beautiful park that was designed by Frederick Olmsted and Calvert Vaux in the late 1800s. <br/>Finally, there is the superstar host Erion! 🤩 He is a stellar person who really cares about making sure you have a pleasant stay. <br/>If you are in the Albany, NY area, you should definitely stay at this AirBnB!👍👍👍"
18547,1864548808,-524940673,2022-08-12,34399987,Kim,This is a fantastic location in a lovely neighborhood in Albany - within walking distance to much of the city.<br/>Kathryn was so hospitable with snacks and extra items and the apartment was very comfortable and well setup.
17086,53312101,1083017923,2023-03-19,17181976,Butch,"Once you got in the apartment, it was *beautiful* and the photos do not do it justice. Huge windows that let in so much natural light, comfy couches, spacious bathroom...felt quite nice! Water bottles and coffee were left for us and everything felt clean and pristine. <br/>The area left little to be desired. The building is next to a police station, housing authority, rescue mission, and tons of closed businesses. This is not Diana's fault though, as once you got into the building, you feel secure and safe. The parking lot was not very secure, and someone was using the hood of my car as a place to put their wares as they were passing through. <br/>Diana's guidebook was incredibly outdated, as most of the restaurants listed are permanently closed. You are close to a lot of good restaurants...you just have to do a bit of leg work ahead of time. <br/>Diana was a DELIGHT to work with, though. Relatively fast responding via text, very kind and patient, and took care of us! I recommend this place."
16037,51960331,608954331,2023-02-26,74471269,Jon,"Marlene’s place was just what I needed for a couple of nights in downtown Albany. Clean, quiet and well appointed for a short trip."
6448,24655782,1742170010,2023-03-12,336695997,Sandra,This was a great place to stay! Very close to downtown!
7695,28400263,-1823354613,2023-03-21,410314948,Mirel,Ed and Anne are the perfect hosts. House is very quiet and has everything you need for a quick stay. Walking distance to Albany med and very close to downtown. Will definitely be returning.
6729,25549565,507315202,2019-08-11,264263111,Patrick,I lived in Albany for about 8 years and I would never go with a hotel after coming back and staying here.
16124,52241973,-18467289,2021-10-21,141770911,Alex,Jason was very quick to respond to all of my questions and ensured all my needs were met.  The listing matches the description nicley and is extremely close to the Albany night life.  Highly recommend staying with Jason.
380,3820211,73838492,2016-05-10,4431072,Peter,Staying at Terra's place was great. I was in Albany for work and she made it very easy to get in. The apartment is comfortable and in a great location. Would gladly stay there again. 
11465,39864828,747375915,2021-04-10,72182178,Louise,Space is exactly as pictured. Beautifully styled! Very comfortable!
10392,35793179,567067383,2019-11-21,78906809,Britney,My stay was very pleasant and the room was as described: clean and comfy. I would stay here again.
16510,52569714,111061125,2023-02-23,452733459,Yixuan,"I recently stayed at this loft, and I must say, it exceeded my expectations in every way. The lovely loft is very spacious, even more so than it looks in the listing photos. The cleanliness was impeccable, and the beautiful decoration really made it feel like a home away from home. As someone who was in town to take the bar exam at the Albany Capital Center, the location was perfect for me. It was just a 10-minute walk away (or a 3-minute drive), which made my morning commute a breeze. Overall, I would highly recommend this loft to anyone looking for a comfortable and convenient stay in Albany."
18111,-1385718193,-215193871,2023-09-26,52988865,Devesh,"Amazing place and great host, it was a last minute plan for us but worked out great. Tom and Justin are amazing people and what a beautiful place!!"
9068,30189794,-103568059,2022-05-01,3619047,Loren,"Immaculate, Old Style Albany house. Pictures are a perfect representation."
21360,-1640222172,-1174331941,2023-11-10,544597033,Makietha,Had a wonderful time and a comfortable  stay for my first trip to Albany. This great host really made it stress free and easy. Will definitely recommend to family and friends. Thanks!
11633,39864828,1410422269,2023-04-16,51353461,Jason,"Spacious, clean and centrally located, walking distance to downtown. Would recommend!"
6836,25549565,616366086,2020-03-09,23815106,Jonathan,excllent location for exploring Albany.
135,1489424,310385813,2018-08-19,194949694,Joanie,"Pros: nice hosts, good location, comfy bed, large room <br/>Cons: the space needs some work/updating/deep cleaning "
11571,39864828,1448401846,2022-06-21,224084605,Amy,Awesome hidden gem! Stayed with my fiancé and our 2 and 6 year old.  They loved the space and cornhole.  Will stay again!
11081,38321579,1203783797,2023-09-20,75533685,Zoltán,"it is a lovely house at a peaceful neighborhood - it's a little bit far from the downtown, but very quiet, it was worth it,  just 20 min ride by bus. The host is nice and helpful."
15039,48599533,1830118498,2022-07-10,271165925,Ryan,"Overall, this unit is a decent little place to stay.   It could definitely use a good cleaning though (which is more reflective of the cleaning crew opposed to the host).   Also, be cognoscenti of the price when booking.  There were some comps just a couple blocks away that were slightly bigger and had an AirBnB “enhanced clean” badge for just a couple extra dollars.  Again, overall though, a decent little unit."
13381,45024912,2067422337,2023-05-17,289884819,Adam,Great place to stay. Quiet and cozy. I work in town often and will sure to be back!
14729,48052353,-711005288,2024-02-11,356983731,Bobbie,No issues or concerns. The home was clean and appeared like the photos. The apartment could have better sound proofing. You could clearly hear the the people in the downstairs talking loud until 4am.
6868,25549565,741161604,2021-03-21,353060609,Jennifer,"Parking can be expensive in this area but the actual place was super neat and tidy, great amenities, very independent experience"
11195,39836487,578071503,2019-12-16,93937840,Anika,"Adem's place has been awesome and super clean. My husband and I   really enjoy our stay, however, it was too noisy for us. Nevertheless, the Adem was very helpful and responsive."
17197,53483727,253896863,2023-09-19,156212917,George,The living room chandelier was awesome- would definitely stay here again!
4745,20519807,572679867,2019-12-03,301937536,Virginia,"The house is always clean, great location in a quiet neighborhood. Michael is a great host ,  he even helped me get my car out the snow and for that I’m greatfull. This a great place to stay."
19583,2023522984,-1555373976,2023-04-16,356731161,Cathy,Diana was very easy to communicate place was very clean. Location is good for a weekend stay wouldn’t advise for families with small children.
14169,46894493,-1354184260,2024-02-18,479801525,Ericka,"Dan’s antique bungalow was adorable, comfortable, and full of light in every way. Though it has its history shown in the beautiful wood it has been updated elegantly. We anxiously waited to see the gorgeous bathroom for all its glory and it’s really something to fully experience! Dan provided clear and detailed instructions for check in which made things a breeze. We would love to stay again at the lovely home they have and we thank you for accommodating us"
8582,28868857,595142040,2020-01-19,43231617,Nathaniel,"Nice little suite not too far from bars and restaurants. Private space, spacious rooms (the ceiling is about 6'6-6'7, so if you're very tall, this might not be your spot). Other than that, everything was awesome. Earl is quick to reply and very accommodating. Was able to add a guest quickly and without issue."
7932,28722270,515830572,2019-08-23,65767574,Pete,The hosts have been very attentive to our feedback since our stay. Lots of free toiletries and food to use during your stay is a nice touch as well.
2584,10768745,218576882,2017-12-13,49453289,David,Great price.  Nice place.
8174,28722270,768594544,2021-06-10,4968580,Zach,"Earl was very communicative and accommodating. Loft apartment was as described and walkable to downtown. Slight issue with check-in, but was resolved quickly by Earl. Overall, would stay again when visiting Albany."
21245,-1374441337,-611866586,2023-10-29,189979226,Katie,"From start to finish this place was amazing! Blake was very responsive and the place was fantastic. Beautiful house, great location, walkable, and great restaurants. It’s the perfect spot!"
2087,9005989,1021139951,2023-07-18,341012814,Angel,It felt nice to have somewhere to stay while exploring the college near this stay!
17096,53312101,581082106,2023-08-27,343959803,James,Was a very clean place to stay close to stores .very easy to find  close to highways  <br/>Next time in albany ill stay here
15687,51230498,-1032694923,2023-05-21,266315403,Natalee,The home looks exactly as pictured. Sonya was responsive and gave very clear instructions on how to get into the residence. Loved that I was able to park right in front of the home so I didn’t have to walk far at night. Great stay.
12321,42763847,-1807059650,2021-10-24,219531808,Sarah,Very responsive and accommodating!
3997,16531782,-648471015,2021-07-03,401374400,Elan,Our stay was great. The studio was spacious and well decorated . No issues.
15536,51230498,-1494799725,2021-09-04,8079737,Tricia,"Clean, roomy, and fetchingly decorated space. Easy walking distance of Lark Street restaurants. Would stay again!"
6529,25549565,312518713,2018-08-23,207735047,Véronique,"On se sent comme à l'hotel. Lit très confortable, plusieurs informations sur les activités à faire à proximité. Prix génial considérant l'espace de l'appartement et la proximité du centre-ville.<br/>Parking difficile à trouver, nous avons dû payer un parking payant."
6467,24655782,-886953976,2023-09-21,345847314,Honey,This was a lovely home. It was well equipped and in good repair. The luggage rack in the bedroom closet was a bonus that I was glad I spotted. I felt safe in the neighborhood and had the option to walk or bus to all the major attractions.
8970,29605579,424411068,2019-03-16,138640416,Bruno,"Huge appartment, high ceiling, away from street noise, calm setting, great mattress, clean, trendy with dedicated parking space."
14144,46894493,-1145080822,2023-09-17,367549422,Kathryn,felt like I was staying in a place out of a magazine! So beautiful and peaceful.
3288,11639446,153580356,2017-05-21,48164387,Alan,Adam was an incredible host. He picked me up from the bus station and made delicious breakfast each morning. I highly recommend staying here if you're in Albany. 
10004,33558235,-1628104575,2022-03-21,33153136,Chantal,We stayed in Albany to attend a concert at MVP arena and we’re pleasantly surprised that we were in walking distance and didn’t have to deal with parking!
11148,39093517,-1783370010,2021-07-11,2556867,Sarah,"This apartment is in a great location, just steps from Lark Street and Washington Park. It’s really nicely renovated, and Dominick always responds quickly. The traffic is sometimes a little loud, but that’s to be expected when staying downtown."
